TQ 1 PA1 kom,sol,mas,sin,akk,
TV 1 PA1 kom,sol,fem,sin,nom,
TW 1 PA1 kom,sol,fem,sin,gen,
TX 1 PA1 kom,sol,fem,sin,dat,
TY 1 PA1 kom,sol,fem,sin,akk,
Td 1 PA1 kom,sol,neu,sin,nom,
Te 1 PA1 kom,sol,neu,sin,gen,
Tf 1 PA1 kom,sol,neu,sin,dat,
Tg 1 PA1 kom,sol,neu,sin,akk,
Th 1 PA1 kom,sol,plu,nom,
Ti 1 PA1 kom,sol,plu,gen,
Tj 1 PA1 kom,sol,plu,dat,
Tk 1 PA1 kom,sol,plu,akk,
Tl 1 PA1 sup,def,mas,sin,nom,
Tm 1 PA1 sup,def,mas,sin,gen,
Tn 1 PA1 sup,def,mas,sin,dat,
To 1 PA1 sup,def,mas,sin,akk,
Tt 1 PA1 sup,def,fem,sin,nom,
Tu 1 PA1 sup,def,fem,sin,gen,
Tv 1 PA1 sup,def,fem,sin,dat,
Tw 1 PA1 sup,def,fem,sin,akk,
UB 1 PA1 sup,def,neu,sin,nom,
UC 1 PA1 sup,def,neu,sin,gen,
UD 1 PA1 sup,def,neu,sin,dat,
UE 1 PA1 sup,def,neu,sin,akk,
UF 1 PA1 sup,def,plu,nom,
UG 1 PA1 sup,def,plu,gen,
UH 1 PA1 sup,def,plu,dat,
UI 1 PA1 sup,def,plu,akk,
UJ 1 PA1 sup,ind,mas,sin,nom,
UK 1 PA1 sup,ind,mas,sin,gen,
UL 1 PA1 sup,ind,mas,sin,dat,
UM 1 PA1 sup,ind,mas,sin,akk,
UR 1 PA1 sup,ind,fem,sin,nom,
US 1 PA1 sup,ind,fem,sin,gen,
UT 1 PA1 sup,ind,fem,sin,dat,
UU 1 PA1 sup,ind,fem,sin,akk,
UZ 1 PA1 sup,ind,neu,sin,nom,
Ua 1 PA1 sup,ind,neu,sin,gen,
Ub 1 PA1 sup,ind,neu,sin,dat,
Uc 1 PA1 sup,ind,neu,sin,akk,
Ud 1 PA1 sup,ind,plu,nom,
Ue 1 PA1 sup,ind,plu,gen,
Uf 1 PA1 sup,ind,plu,dat,
Ug 1 PA1 sup,ind,plu,akk,
Uh 1 PA1 sup,sol,mas,sin,nom,
Ui 1 PA1 sup,sol,mas,sin,gen,
Uj 1 PA1 sup,sol,mas,sin,dat,
Uk 1 PA1 sup,sol,mas,sin,akk,
Up 1 PA1 sup,sol,fem,sin,nom,
Uq 1 PA1 sup,sol,fem,sin,gen,
Ur 1 PA1 sup,sol,fem,sin,dat,
Us 1 PA1 sup,sol,fem,sin,akk,
Ux 1 PA1 sup,sol,neu,sin,nom,
Uy 1 PA1 sup,sol,neu,sin,gen,
Uz 1 PA1 sup,sol,neu,sin,dat,
VA 1 PA1 sup,sol,neu,sin,akk,
VB 1 PA1 sup,sol,plu,nom,
VC 1 PA1 sup,sol,plu,gen,
VD 1 PA1 sup,sol,plu,dat,
VE 1 PA1 sup,sol,plu,akk,
VF 1 PA2 prd,gru,
VG 1 PA2 prd,kom,
VH 1 PA2 prd,sup,
VI 1 PA2 gru,def,mas,sin,nom,
VJ 1 PA2 gru,def,mas,sin,gen,
VK 1 PA2 gru,def,mas,sin,dat,
VL 1 PA2 gru,def,mas,sin,akk,
VQ 1 PA2 gru,def,fem,sin,nom,
VR 1 PA2 gru,def,fem,sin,gen,
VS 1 PA2 gru,def,fem,sin,dat,
VT 1 PA2 gru,def,fem,sin,akk,
VY 1 PA2 gru,def,neu,sin,nom,
VZ 1 PA2 gru,def,neu,sin,gen,
Va 1 PA2 gru,def,neu,sin,dat,
Vb 1 PA2 gru,def,neu,sin,akk,
Vc 1 PA2 gru,def,plu,nom,
Vd 1 PA2 gru,def,plu,gen,
Ve 1 PA2 gru,def,plu,dat,
Vf 1 PA2 gru,def,plu,akk,
Vg 1 PA2 gru,ind,mas,sin,nom,
Vh 1 PA2 gru,ind,mas,sin,gen,
Vi 1 PA2 gru,ind,mas,sin,dat,
Vj 1 PA2 gru,ind,mas,sin,akk,
Vo 1 PA2 gru,ind,fem,sin,nom,
Vp 1 PA2 gru,ind,fem,sin,gen,
Vq 1 PA2 gru,ind,fem,sin,dat,
Vr 1 PA2 gru,ind,fem,sin,akk,
Vw 1 PA2 gru,ind,neu,sin,nom,
Vx 1 PA2 gru,ind,neu,sin,gen,
Vy 1 PA2 gru,ind,neu,sin,dat,
Vz 1 PA2 gru,ind,neu,sin,akk,
WA 1 PA2 gru,ind,plu,nom,
WB 1 PA2 gru,ind,plu,gen,
WC 1 PA2 gru,ind,plu,dat,
WD 1 PA2 gru,ind,plu,akk,
WE 1 PA2 gru,sol,mas,sin,nom,
WF 1 PA2 gru,sol,mas,sin,gen,
WG 1 PA2 gru,sol,mas,sin,dat,
WH 1 PA2 gru,sol,mas,sin,akk,
WM 1 PA2 gru,sol,fem,sin,nom,
WN 1 PA2 gru,sol,fem,sin,gen,
WO 1 PA2 gru,sol,fem,sin,dat,
WP 1 PA2 gru,sol,fem,sin,akk,
WU 1 PA2 gru,sol,neu,sin,nom,
WV 1 PA2 gru,sol,neu,sin,gen,
WW 1 PA2 gru,sol,neu,sin,dat,
WX 1 PA2 gru,sol,neu,sin,akk,
WY 1 PA2 gru,sol,plu,nom,
WZ 1 PA2 gru,sol,plu,gen,
Wa 1 PA2 gru,sol,plu,dat,
Wb 1 PA2 gru,sol,plu,akk,
Wc 1 PA2 kom,def,mas,sin,nom,
Wd 1 PA2 kom,def,mas,sin,gen,
We 1 PA2 kom,def,mas,sin,dat,
Wf 1 PA2 kom,def,mas,sin,akk,
Wk 1 PA2 kom,def,fem,sin,nom,
Wl 1 PA2 kom,def,fem,sin,gen,
Wm 1 PA2 kom,def,fem,sin,dat,
Wn 1 PA2 kom,def,fem,sin,akk,
Ws 1 PA2 kom,def,neu,sin,nom,
Wt 1 PA2 kom,def,neu,sin,gen,
Wu 1 PA2 kom,def,neu,sin,dat,
Wv 1 PA2 kom,def,neu,sin,akk,
Ww 1 PA2 kom,def,plu,nom,
Wx 1 PA2 kom,def,plu,gen,
Wy 1 PA2 kom,def,plu,dat,
Wz 1 PA2 kom,def,plu,akk,
XA 1 PA2 kom,ind,mas,sin,nom,
XB 1 PA2 kom,ind,mas,sin,gen,
XC 1 PA2 kom,ind,mas,sin,dat,
XD 1 PA2 kom,ind,mas,sin,akk,
XI 1 PA2 kom,ind,fem,sin,nom,
XJ 1 PA2 kom,ind,fem,sin,gen,
XK 1 PA2 kom,ind,fem,sin,dat,
XL 1 PA2 kom,ind,fem,sin,akk,
XQ 1 PA2 kom,ind,neu,sin,nom,
XR 1 PA2 kom,ind,neu,sin,gen,
XS 1 PA2 kom,ind,neu,sin,dat,
XT 1 PA2 kom,ind,neu,sin,akk,
XU 1 PA2 kom,ind,plu,nom,
XV 1 PA2 kom,ind,plu,gen,
XW 1 PA2 kom,ind,plu,dat,
XX 1 PA2 kom,ind,plu,akk,
XY 1 PA2 kom,sol,mas,sin,nom,
XZ 1 PA2 kom,sol,mas,sin,gen,
Xa 1 PA2 kom,sol,mas,sin,dat,
Xb 1 PA2 kom,sol,mas,sin,akk,
Xg 1 PA2 kom,sol,fem,sin,nom,
Xh 1 PA2 kom,sol,fem,sin,gen,
Xi 1 PA2 kom,sol,fem,sin,dat,
Xj 1 PA2 kom,sol,fem,sin,akk,
Xo 1 PA2 kom,sol,neu,sin,nom,
Xp 1 PA2 kom,sol,neu,sin,gen,
Xq 1 PA2 kom,sol,neu,sin,dat,
Xr 1 PA2 kom,sol,neu,sin,akk,
Xs 1 PA2 kom,sol,plu,nom,
Xt 1 PA2 kom,sol,plu,gen,
Xu 1 PA2 kom,sol,plu,dat,
Xv 1 PA2 kom,sol,plu,akk,
Xw 1 PA2 sup,def,mas,sin,nom,
Xx 1 PA2 sup,def,mas,sin,gen,
Xy 1 PA2 sup,def,mas,sin,dat,
Xz 1 PA2 sup,def,mas,sin,akk,
YE 1 PA2 sup,def,fem,sin,nom,
YF 1 PA2 sup,def,fem,sin,gen,
YG 1 PA2 sup,def,fem,sin,dat,
YH 1 PA2 sup,def,fem,sin,akk,
YM 1 PA2 sup,def,neu,sin,nom,
YN 1 PA2 sup,def,neu,sin,gen,
YO 1 PA2 sup,def,neu,sin,dat,
YP 1 PA2 sup,def,neu,sin,akk,
YQ 1 PA2 sup,def,plu,nom,
YR 1 PA2 sup,def,plu,gen,
YS 1 PA2 sup,def,plu,dat,
YT 1 PA2 sup,def,plu,akk,
YU 1 PA2 sup,ind,mas,sin,nom,
YV 1 PA2 sup,ind,mas,sin,gen,
YW 1 PA2 sup,ind,mas,sin,dat,
YX 1 PA2 sup,ind,mas,sin,akk,
Yc 1 PA2 sup,ind,fem,sin,nom,
Yd 1 PA2 sup,ind,fem,sin,gen,
Ye 1 PA2 sup,ind,fem,sin,dat,
Yf 1 PA2 sup,ind,fem,sin,akk,
Yk 1 PA2 sup,ind,neu,sin,nom,
Yl 1 PA2 sup,ind,neu,sin,gen,
Ym 1 PA2 sup,ind,neu,sin,dat,
Yn 1 PA2 sup,ind,neu,sin,akk,
Yo 1 PA2 sup,ind,plu,nom,
Yp 1 PA2 sup,ind,plu,gen,
Yq 1 PA2 sup,ind,plu,dat,
Yr 1 PA2 sup,ind,plu,akk,
Ys 1 PA2 sup,sol,mas,sin,nom,
Yt 1 PA2 sup,sol,mas,sin,gen,
Yu 1 PA2 sup,sol,mas,sin,dat,
Yv 1 PA2 sup,sol,mas,sin,akk,
ZA 1 PA2 sup,sol,fem,sin,nom,
ZB 1 PA2 sup,sol,fem,sin,gen,
ZC 1 PA2 sup,sol,fem,sin,dat,
ZD 1 PA2 sup,sol,fem,sin,akk,
ZI 1 PA2 sup,sol,neu,sin,nom,
ZJ 1 PA2 sup,sol,neu,sin,gen,
ZK 1 PA2 sup,sol,neu,sin,dat,
ZL 1 PA2 sup,sol,neu,sin,akk,
ZM 1 PA2 sup,sol,plu,nom,
ZN 1 PA2 sup,sol,plu,gen,
ZO 1 PA2 sup,sol,plu,dat,
ZP 1 PA2 sup,sol,plu,akk,
EP 1 ADV 
EQ 1 ADV inr,
ER 1 ADV lok,
ES 1 ADV mod,
ET 1 ADV mod,inr,
EU 1 ADV mod,lok,
EV 1 ADV pro,
EW 1 ADV pro,inr,
EX 1 ADV pro,lok,
EY 1 ADV pro,mod,
EZ 1 ADV pro,tmp,
Ea 1 ADV tmp,
Eb 1 ADV tmp,mod,
Ec 1 ADV tmp,mod,lok,
Ed 1 ART def,mas,sin,nom,
Ee 1 ART def,mas,sin,gen,
Ef 1 ART def,mas,sin,dat,
Eg 1 ART def,mas,sin,akk,
Eh 1 ART def,mas,plu,nom,
Ei 1 ART def,mas,plu,gen,
Ej 1 ART def,mas,plu,dat,
Ek 1 ART def,mas,plu,akk,
El 1 ART def,fem,sin,nom,
Em 1 ART def,fem,sin,gen,
En 1 ART def,fem,sin,dat,
Eo 1 ART def,fem,sin,akk,
Ep 1 ART def,fem,plu,nom,
Eq 1 ART def,fem,plu,gen,
Er 1 ART def,fem,plu,dat,
Es 1 ART def,fem,plu,akk,
Et 1 ART def,neu,sin,nom,
Eu 1 ART def,neu,sin,gen,
Ev 1 ART def,neu,sin,dat,
Ew 1 ART def,neu,sin,akk,
Ex 1 ART def,neu,plu,nom,
Ey 1 ART def,neu,plu,gen,
Ez 1 ART def,neu,plu,dat,
FA 1 ART def,neu,plu,akk,
FB 1 ART ind,mas,sin,nom,
FC 1 ART ind,mas,sin,gen,
FD 1 ART ind,mas,sin,dat,
FE 1 ART ind,mas,sin,akk,
FF 1 ART ind,fem,sin,nom,
FG 1 ART ind,fem,sin,gen,
FH 1 ART ind,fem,sin,dat,
FI 1 ART ind,fem,sin,akk,
FJ 1 ART ind,neu,sin,nom,
FK 1 ART ind,neu,sin,gen,
FL 1 ART ind,neu,sin,dat,
FM 1 ART ind,neu,sin,akk,

// countries
FN 1 EIG cou,mas,sin,nom,
FO 1 EIG cou,mas,sin,gen,
FP 1 EIG cou,mas,sin,dat,
FQ 1 EIG cou,mas,sin,akk,
FR 1 EIG cou,fem,sin,nom,
FS 1 EIG cou,fem,sin,gen,
FT 1 EIG cou,fem,sin,dat,
FU 1 EIG cou,fem,sin,akk,
FV 1 EIG cou,neu,sin,nom,
FW 1 EIG cou,neu,sin,gen,
FX 1 EIG cou,neu,sin,dat,
FY 1 EIG cou,neu,sin,akk,
FZ 1 EIG cou,noa,mas,sin,nom,
Fa 1 EIG cou,noa,mas,sin,gen,
Fb 1 EIG cou,noa,mas,sin,dat,
Fc 1 EIG cou,noa,mas,sin,akk,
Fd 1 EIG cou,noa,fem,sin,nom,
Fe 1 EIG cou,noa,fem,sin,gen,
Ff 1 EIG cou,noa,fem,sin,dat,
Fg 1 EIG cou,noa,fem,sin,akk,
Fh 1 EIG cou,noa,neu,sin,nom,
Fi 1 EIG cou,noa,neu,sin,gen,
Fj 1 EIG cou,noa,neu,sin,dat,
Fk 1 EIG cou,noa,neu,sin,akk,

// Gebirge
Fl 1 EIG geb,mas,sin,nom,
Fm 1 EIG geb,mas,sin,gen,
Fn 1 EIG geb,mas,sin,dat,
Fo 1 EIG geb,mas,sin,akk,
Fp 1 EIG geb,fem,sin,nom,
Fq 1 EIG geb,fem,sin,gen,
Fr 1 EIG geb,fem,sin,dat,
Fs 1 EIG geb,fem,sin,akk,
Ft 1 EIG geb,neu,sin,nom,
Fu 1 EIG geb,neu,sin,gen,
Fv 1 EIG geb,neu,sin,dat,
Fw 1 EIG geb,neu,sin,akk,
Fx 1 EIG geb,noa,neu,sin,nom,
Fy 1 EIG geb,noa,neu,sin,gen,
Fz 1 EIG geb,noa,neu,sin,dat,
GA 1 EIG geb,noa,neu,sin,akk,

// all the rest 
GB 1 EIG geo,mas,sin,nom,
GC 1 EIG geo,mas,sin,gen,
GD 1 EIG geo,mas,sin,dat,
GE 1 EIG geo,mas,sin,akk,
eA 1 EIG geo,neu,sin,nom,
eB 1 EIG geo,neu,sin,gen,
eC 1 EIG geo,neu,sin,dat,
eD 1 EIG geo,neu,sin,akk,

//  single mountain
GF 1 EIG mou,mas,sin,nom,
GG 1 EIG mou,mas,sin,gen,
GH 1 EIG mou,mas,sin,dat,
GI 1 EIG mou,mas,sin,akk,
GJ 1 EIG mou,neu,sin,nom,
GK 1 EIG mou,neu,sin,gen,
GL 1 EIG mou,neu,sin,dat,
GM 1 EIG mou,neu,sin,akk,

//  surnames
GN 1 EIG nac,mas,sin,nom,
GO 1 EIG nac,mas,sin,gen,
GP 1 EIG nac,mas,sin,dat,
GQ 1 EIG nac,mas,sin,akk,
GR 1 EIG nac,fem,sin,nom,
GS 1 EIG nac,fem,sin,gen,
GT 1 EIG nac,fem,sin,dat,
GU 1 EIG nac,fem,sin,akk,
GV 1 EIG nac,noa,mas,sin,nom,
GW 1 EIG nac,noa,mas,sin,gen,
GX 1 EIG nac,noa,mas,sin,dat,
GY 1 EIG nac,noa,mas,sin,akk,
GZ 1 EIG nac,noa,fem,sin,nom,
Ga 1 EIG nac,noa,fem,sin,gen,
Gb 1 EIG nac,noa,fem,sin,dat,
Gc 1 EIG nac,noa,fem,sin,akk,

//  famous people (Goethe...)
Gd 1 EIG noa,per,mas,sin,nom,
Ge 1 EIG noa,per,mas,sin,gen,
Gf 1 EIG noa,per,mas,sin,dat,
Gg 1 EIG noa,per,mas,sin,akk,
Gh 1 EIG noa,per,fem,sin,nom,
Gi 1 EIG noa,per,fem,sin,gen,
Gj 1 EIG noa,per,fem,sin,dat,
Gk 1 EIG noa,per,fem,sin,akk,
Gl 1 EIG noa,per,neu,sin,nom,
Gm 1 EIG noa,per,neu,sin,gen,
Gn 1 EIG noa,per,neu,sin,dat,
Go 1 EIG noa,per,neu,sin,akk,
Gp 1 EIG per,mas,sin,nom,
Gq 1 EIG per,mas,sin,gen,
Gr 1 EIG per,mas,sin,dat,
Gs 1 EIG per,mas,sin,akk,
Gt 1 EIG per,fem,sin,nom,
Gu 1 EIG per,fem,sin,gen,
Gv 1 EIG per,fem,sin,dat,
Gw 1 EIG per,fem,sin,akk,
Gx 1 EIG per,neu,sin,nom,
Gy 1 EIG per,neu,sin,gen,
Gz 1 EIG per,neu,sin,dat,
HA 1 EIG per,neu,sin,akk,

// Staedte
HB 1 EIG std,mas,sin,nom,
HC 1 EIG std,mas,sin,gen,
HD 1 EIG std,mas,sin,dat,
HE 1 EIG std,mas,sin,akk,
HF 1 EIG std,fem,sin,nom,
