//  ======  СУЩЕСТВИТЕЛЬНЫЕ   ========

// существительные мужского рода
// им. Ленина
Эя K С ср,ед,рд,аббр

// существительные среднего рода (разговорный)
Яз K С разг,ср,ед,им
Яи K С разг,ср,ед,рд
Як K С разг,ср,ед,дт
Ял K С разг,ср,ед,вн
Ям K С разг,ср,ед,тв
Ян K С разг,ср,ед,пр
Яо K С разг,ср,мн,им
Яп K С разг,ср,мн,рд
Яр K С разг,ср,мн,дт
Яс K С разг,ср,мн,вн
Ят K С разг,ср,мн,тв
Яу K С разг,ср,мн,пр

// pluralia tantum
иж Q С мн,мн,им
из Q С мн,мн,рд
ии Q С мн,мн,дт
ий Q С мн,мн,вн
ик Q С мн,мн,тв
ил Q С мн,мн,пр
им R С мн,0

//  аббревиатуры
ао B С мр,аббр,0,
ап B С мр,ед,аббр,0
ат H С жр,аббр,0
ау H С жр,ед,аббр,0
ац H С ср,аббр,0
ач H С ср,ед,аббр,0
аъ R С мн,аббр,0

// имена

бо C С мр,имя,ед,им
бп C С мр,имя,ед,рд
бр C С мр,имя,ед,дт
бс C С мр,имя,ед,вн
бт C С мр,имя,ед,тв
бу C С мр,имя,ед,пр
бь C С мр,имя,ед,зв,разг
бф C С мр,имя,мн,им
бх C С мр,имя,мн,рд
бц C С мр,имя,мн,дт
бч C С мр,имя,мн,вн
бш C С мр,имя,мн,тв
бщ C С мр,имя,мн,пр

бН I С мр,имя,0


вН E С мр-жр,имя,0
вО E С мр-жр,имя,ед,им
вП E С мр-жр,имя,ед,рд
вР E С мр-жр,имя,ед,дт
вС E С мр-жр,имя,ед,вн
вТ E С мр-жр,имя,ед,тв
вУ E С мр-жр,имя,ед,пр
вЬ E С мр-жр,имя,ед,зв,разг
вФ E С мр-жр,имя,мн,им
вХ E С мр-жр,имя,мн,рд
вЦ E С мр-жр,имя,мн,дт
вЧ E С мр-жр,имя,мн,вн
вШ E С мр-жр,имя,мн,тв
вЩ E С мр-жр,имя,мн,пр


до I С жр,имя,ед,им
дп I С жр,имя,ед,рд
др I С жр,имя,ед,дт
дс I С жр,имя,ед,вн
дт I С жр,имя,ед,тв
ду I С жр,имя,ед,пр
дь I С жр,имя,ед,зв,разг
дф I С жр,имя,мн,им
дх I С жр,имя,мн,рд
дц I С жр,имя,мн,дт
дч I С жр,имя,мн,вн
дш I С жр,имя,мн,тв
дщ I С жр,имя,мн,пр


дН I С жр,имя,0



// мужские отчества 

Ра Q С мр,отч,ед,им,
Рб Q С мр,отч,ед,рд,
Рв Q С мр,отч,ед,дт,
Рг Q С мр,отч,ед,вн,
Рд Q С мр,отч,ед,тв,
Ре Q С мр,отч,ед,пр,
Рн Q С мр,отч,мн,им,
Ро Q С мр,отч,мн,рд,
Рп Q С мр,отч,мн,дт,
Рр Q С мр,отч,мн,вн,
Рс Q С мр,отч,мн,тв,
Рт Q С мр,отч,мн,пр,

// женские отчества 

Рж Q С жр,отч,ед,им,
Рз Q С жр,отч,ед,рд,
Ри Q С жр,отч,ед,дт,
Рк Q С жр,отч,ед,вн,
Рл Q С жр,отч,ед,тв,
Рм Q С жр,отч,ед,пр,
Ру Q С жр,отч,мн,им,
Рф Q С жр,отч,мн,рд,
Рх Q С жр,отч,мн,дт,
Рц Q С жр,отч,мн,вн,
Рч Q С жр,отч,мн,тв,
Рш Q С жр,отч,мн,пр,



// мужские отчества  (разг.)

Та Q С мр,отч,разг,ед,им,
Тб Q С мр,отч,разг,ед,рд,
Тв Q С мр,отч,разг,ед,дт,
Тг Q С мр,отч,разг,ед,вн,
Тд Q С мр,отч,разг,ед,тв,
Те Q С мр,отч,разг,ед,пр,
Тн Q С мр,отч,разг,мн,им,
То Q С мр,отч,разг,мн,рд,
Тп Q С мр,отч,разг,мн,дт,
Тр Q С мр,отч,разг,мн,вн,
Тс Q С мр,отч,разг,мн,тв,
Тт Q С мр,отч,разг,мн,пр,

// женские отчества  (разг.)

Тж Q С жр,отч,разг,ед,им,
Тз Q С жр,отч,разг,ед,рд,
Ти Q С жр,отч,разг,ед,дт,
Тк Q С жр,отч,разг,ед,вн,
Тл Q С жр,отч,разг,ед,тв,
Тм Q С жр,отч,разг,ед,пр,
Ту Q С жр,отч,разг,мн,им,
Тф Q С жр,отч,разг,мн,рд,
Тх Q С жр,отч,разг,мн,дт,
Тц Q С жр,отч,разг,мн,вн,
Тч Q С жр,отч,разг,мн,тв,
Тш Q С жр,отч,разг,мн,пр,



//  ======  ПРИЛАГАТЕЛЬНЫЕ   ========

йа Y П мр,ед,им,од,но
йб Y П мр,ед,рд,од,но
йв Y П мр,ед,дт,од,но
йг Y П мр,ед,вн,од
Рщ Y П мр,ед,вн,но
йд Y П мр,ед,тв,од,но
йе Y П мр,ед,пр,од,но
йж Y П жр,ед,им,од,но
йз Y П жр,ед,рд,од,но
йи Y П жр,ед,дт,од,но
йй Y П жр,ед,вн,од,но
йк Y П жр,ед,тв,од,но
йл Y П жр,ед,пр,од,но
йм Y П ср,ед,им,од,но
йн Y П ср,ед,рд,од,но
йо Y П ср,ед,дт,од,но
йп Y П ср,ед,вн,од,но
йр Y П ср,ед,тв,од,но
йс Y П ср,ед,пр,од,но
йт Y П мн,им,од,но
йу Y П мн,рд,од,но
йф Y П мн,дт,од,но
йх Y П мн,вн,од
Рь Y П мн,вн,но
йц Y П мн,тв,од,но
йч Y П мн,пр,од,но
йш Y КР_ПРИЛ мр,ед,од,но
йщ Y КР_ПРИЛ жр,ед,од,но
йы Y КР_ПРИЛ ср,ед,од,но
йэ Y КР_ПРИЛ мн,од,но
йю Y П сравн,од,но
йъ Y П сравн,2,од,но
йь Y П сравн,од,но,разг
йя Z П 0,од,но

//== превосходная степень прилагательного
иа Y П прев,мр,ед,им,од,но
иб Y П прев,мр,ед,рд,од,но
ив Y П прев,мр,ед,дт,од,но
иг Y П прев,мр,ед,вн,од
ид Y П прев,мр,ед,вн,но
ие Y П прев,мр,ед,тв,од,но
Гб Y П прев,мр,ед,пр,од,но
Гв Y П прев,жр,ед,им,од,но
Гг Y П прев,жр,ед,рд,од,но
Гд Y П прев,жр,ед,дт,од,но
Ге Y П прев,жр,ед,вн,од,но
Гж Y П прев,жр,ед,тв,од,но
Гз Y П прев,жр,ед,пр,од,но
ин Y П прев,ср,ед,им,од,но
ио Y П прев,ср,ед,рд,од,но
ип Y П прев,ср,ед,дт,од,но
ир Y П прев,ср,ед,вн,од,но
ис Y П прев,ср,ед,тв,од,но
ит Y П прев,ср,ед,пр,од,но
иу Y П прев,мн,им,од,но
иф Y П прев,мн,рд,од,но
их Y П прев,мн,дт,од,но
иц Y П прев,мн,вн,од
ич Y П прев,мн,вн,но
иш Y П прев,мн,тв,од,но
ищ Y П прев,мн,пр,од,но




//  ========   безличные глаголы  ============
// подуматься,светать
нр a ИНФИНИТИВ безл
// подумается
нс a Г безл,буд 
// подумалось,светало
нт a Г безл,прш
// светает
ну a Г безл,нст



ка a ИНФИНИТИВ дст

//  ========================================
//  ========   личные формы глагола  ============

кб a Г дст,нст,1л,ед
кв a Г дст,нст,1л,мн
кг a Г дст,нст,2л,ед
кд a Г дст,нст,2л,мн
ке a Г дст,нст,3л,ед
кж a Г дст,нст,3л,мн
кз a Г дст,прш,мр,ед
ки a Г дст,прш,жр,ед
кй a Г дст,прш,ср,ед
кк a Г дст,прш,мн
кп a Г дст,буд,1л,ед
кр a Г дст,буд,1л,мн
кс a Г дст,буд,2л,ед
кт a Г дст,буд,2л,мн
ку a Г дст,буд,3л,ед
кф a Г дст,буд,3л,мн


// разговорные формы: "ложу", "ложим","дышут", "ложут", "ложат", "дождуся"
Ръ a Г дст,нст,1л,ед,разг
Ры a Г дст,нст,1л,мн,разг
Рэ a Г дст,нст,2л,ед,разг
Рю a Г дст,нст,2л,мн,разг
Ря a Г дст,нст,3л,ед,разг
кю a Г дст,нст,3л,мн,разг
кя a Г дст,прш,мн,разг

кэ a Г дст,буд,1л,ед,разг
Эа a Г дст,буд,1л,мн,разг
Эб a Г дст,буд,2л,ед,разг
Эв a Г дст,буд,2л,мн,разг
Эг a Г дст,буд,3л,ед,разг
Эд a Г дст,буд,3л,мн,разг



// архаичные формы: "указует", 
Эе a Г дст,нст,1л,ед,арх
Эж a Г дст,нст,1л,мн,арх
Эз a Г дст,нст,2л,ед,арх
Эи a Г дст,нст,2л,мн,арх
Эй a Г дст,нст,3л,ед,арх
Эк a Г дст,нст,3л,мн,арх
Эл a Г дст,прш,мн,арх

Эм a Г дст,буд,1л,ед,арх
Эн a Г дст,буд,1л,мн,арх
Эо a Г дст,буд,2л,ед,арх
Эп a Г дст,буд,2л,мн,арх
Эр a Г дст,буд,3л,ед,арх
Эс a Г дст,буд,3л,мн,арх


// ===================================================
// ==============   ДЕЕПРИЧАСТИЕ ====================
// ===================================================
кн a ДЕЕПРИЧАСТИЕ дст,нст
ко a ДЕЕПРИЧАСТИЕ дст,прш

// ===================================================
// ==============   ДЕЕПРИЧАСТИЕ (архаизм)  ==========
// ===================================================
Эт a ДЕЕПРИЧАСТИЕ дст,нст,арх
Эу a ДЕЕПРИЧАСТИЕ дст,прш,арх

//===================================================
// ==============   ИМПЕРАТИВ    ====================
// "не будем же забывать наших предков!"

нп a Г дст,пвл,1л,мн
къ a Г дст,пвл,1л,ед
кл a Г дст,пвл,2л,ед
км a Г дст,пвл,2л,мн


//  "прощевайте"
ль a Г дст,пвл,2л,ед,разг
кь a Г дст,пвл,2л,мн,разг

// см.
Эю a Г дст,пвл,2л,ед,аббр 

//  "изыди", "изыдите"
фъ a Г дст,пвл,2л,ед,арх
фю a Г дст,пвл,2л,мн,арх


//  действительное причастие настоящего времени
ла a ПРИЧАСТИЕ од,но,нст,дст,ед,мр,им
лб a ПРИЧАСТИЕ од,но,нст,дст,ед,мр,рд
лв a ПРИЧАСТИЕ од,но,нст,дст,ед,мр,дт
лг a ПРИЧАСТИЕ од,нст,дст,ед,мр,вн
Ла a ПРИЧАСТИЕ но,нст,дст,ед,мр,вн
лд a ПРИЧАСТИЕ од,но,нст,дст,ед,мр,тв
ле a ПРИЧАСТИЕ од,но,нст,дст,ед,мр,пр
лз a ПРИЧАСТИЕ од,но,нст,дст,ед,жр,им
ли a ПРИЧАСТИЕ од,но,нст,дст,ед,жр,рд
лй a ПРИЧАСТИЕ од,но,нст,дст,ед,жр,дт
лк a ПРИЧАСТИЕ од,но,нст,дст,ед,жр,вн
лл a ПРИЧАСТИЕ од,но,нст,дст,ед,жр,тв
лм a ПРИЧАСТИЕ од,но,нст,дст,ед,жр,пр
ло a ПРИЧАСТИЕ од,но,нст,дст,ед,ср,им
лп a ПРИЧАСТИЕ од,но,нст,дст,ед,ср,рд
лр a ПРИЧАСТИЕ од,но,нст,дст,ед,ср,дт
лс a ПРИЧАСТИЕ од,но,нст,дст,ед,ср,вн
лт a ПРИЧАСТИЕ од,но,нст,дст,ед,ср,тв
лу a ПРИЧАСТИЕ од,но,нст,дст,ед,ср,пр
лх a ПРИЧАСТИЕ од,но,нст,дст,мн,им
лц a ПРИЧАСТИЕ од,но,нст,дст,мн,рд
лч a ПРИЧАСТИЕ од,но,нст,дст,мн,дт
лш a ПРИЧАСТИЕ од,нст,дст,мн,вн
Лй a ПРИЧАСТИЕ но,нст,дст,мн,вн
лщ a ПРИЧАСТИЕ од,но,нст,дст,мн,тв
лы a ПРИЧАСТИЕ од,но,нст,дст,мн,пр

//  действительное причастие прошедшего времени
ма a ПРИЧАСТИЕ од,но,прш,дст,ед,мр,им
мб a ПРИЧАСТИЕ од,но,прш,дст,ед,мр,рд
мв a ПРИЧАСТИЕ од,но,прш,дст,ед,мр,дт
мг a ПРИЧАСТИЕ од,прш,дст,ед,мр,вн
Лб a ПРИЧАСТИЕ но,прш,дст,ед,мр,вн
мд a ПРИЧАСТИЕ од,но,прш,дст,ед,мр,тв
ме a ПРИЧАСТИЕ од,но,прш,дст,ед,мр,пр
мз a ПРИЧАСТИЕ од,но,прш,дст,ед,жр,им
ми a ПРИЧАСТИЕ од,но,прш,дст,ед,жр,рд
мй a ПРИЧАСТИЕ од,но,прш,дст,ед,жр,дт
мк a ПРИЧАСТИЕ од,но,прш,дст,ед,жр,вн
мл a ПРИЧАСТИЕ од,но,прш,дст,ед,жр,тв
мм a ПРИЧАСТИЕ од,но,прш,дст,ед,жр,пр
мо a ПРИЧАСТИЕ од,но,прш,дст,ед,ср,им
мп a ПРИЧАСТИЕ од,но,прш,дст,ед,ср,рд
мр a ПРИЧАСТИЕ од,но,прш,дст,ед,ср,дт
мс a ПРИЧАСТИЕ од,но,прш,дст,ед,ср,вн
мт a ПРИЧАСТИЕ од,но,прш,дст,ед,ср,тв
му a ПРИЧАСТИЕ од,но,прш,дст,ед,ср,пр
мх a ПРИЧАСТИЕ од,но,прш,дст,мн,им
мц a ПРИЧАСТИЕ од,но,прш,дст,мн,рд
мч a ПРИЧАСТИЕ од,но,прш,дст,мн,дт
мш a ПРИЧАСТИЕ од,прш,дст,мн,вн
Лк a ПРИЧАСТИЕ но,прш,дст,мн,вн
мщ a ПРИЧАСТИЕ од,но,прш,дст,мн,тв
мы a ПРИЧАСТИЕ од,но,прш,дст,мн,пр

//  страдательное причастие настоящего времени
па b ПРИЧАСТИЕ од,но,нст,стр,ед,мр,им
пб b ПРИЧАСТИЕ од,но,нст,стр,ед,мр,рд
пв b ПРИЧАСТИЕ од,но,нст,стр,ед,мр,дт
пг b ПРИЧАСТИЕ од,нст,стр,ед,мр,вн
Лг b ПРИЧАСТИЕ но,нст,стр,ед,мр,вн
пд b ПРИЧАСТИЕ од,но,нст,стр,ед,мр,тв
пе b ПРИЧАСТИЕ од,но,нст,стр,ед,мр,пр
пж b КР_ПРИЧАСТИЕ од,но,нст,стр,ед,мр
пз b ПРИЧАСТИЕ од,но,нст,стр,ед,жр,им
пи b ПРИЧАСТИЕ од,но,нст,стр,ед,жр,рд
пй b ПРИЧАСТИЕ од,но,нст,стр,ед,жр,дт
пк b ПРИЧАСТИЕ од,но,нст,стр,ед,жр,вн
пл b ПРИЧАСТИЕ од,но,нст,стр,ед,жр,тв
пм b ПРИЧАСТИЕ од,но,нст,стр,ед,жр,пр
пн b КР_ПРИЧАСТИЕ од,но,нст,стр,ед,жр
по b ПРИЧАСТИЕ од,но,нст,стр,ед,ср,им
пп b ПРИЧАСТИЕ од,но,нст,стр,ед,ср,рд
пр b ПРИЧАСТИЕ од,но,нст,стр,ед,ср,дт
пс b ПРИЧАСТИЕ од,но,нст,стр,ед,ср,вн
пт b ПРИЧАСТИЕ од,но,нст,стр,ед,ср,тв
пу b ПРИЧАСТИЕ од,но,нст,стр,ед,ср,пр
пф b КР_ПРИЧАСТИЕ од,но,нст,стр,ед,ср
пх b ПРИЧАСТИЕ од,но,нст,стр,мн,им
пц b ПРИЧАСТИЕ од,но,нст,стр,мн,рд
пч b ПРИЧАСТИЕ од,но,нст,стр,мн,дт
пш b ПРИЧАСТИЕ од,нст,стр,мн,вн
Лм b ПРИЧАСТИЕ но,нст,стр,мн,вн
пщ b ПРИЧАСТИЕ од,но,нст,стр,мн,тв
пы b ПРИЧАСТИЕ од,но,нст,стр,мн,пр
пэ b КР_ПРИЧАСТИЕ од,но,нст,стр,мн

//  страдательное причастие прошедшего времени
са b ПРИЧАСТИЕ од,но,прш,стр,ед,мр,им
сб b ПРИЧАСТИЕ од,но,прш,стр,ед,мр,рд
св b ПРИЧАСТИЕ од,но,прш,стр,ед,мр,дт
сг b ПРИЧАСТИЕ од,прш,стр,ед,мр,вн
Ле b ПРИЧАСТИЕ но,прш,стр,ед,мр,вн
сд b ПРИЧАСТИЕ од,но,прш,стр,ед,мр,тв
се b ПРИЧАСТИЕ од,но,прш,стр,ед,мр,пр
сж b КР_ПРИЧАСТИЕ од,но,прш,стр,ед,мр
сз b ПРИЧАСТИЕ од,но,прш,стр,ед,жр,им
си b ПРИЧАСТИЕ од,но,прш,стр,ед,жр,рд
сй b ПРИЧАСТИЕ од,но,прш,стр,ед,жр,дт
ск b ПРИЧАСТИЕ од,но,прш,стр,ед,жр,вн
сл b ПРИЧАСТИЕ од,но,прш,стр,ед,жр,тв
см b ПРИЧАСТИЕ од,но,прш,стр,ед,жр,пр
сн b КР_ПРИЧАСТИЕ од,но,прш,стр,ед,жр
со b ПРИЧАСТИЕ од,но,прш,стр,ед,ср,им
сп b ПРИЧАСТИЕ од,но,прш,стр,ед,ср,рд
ср b ПРИЧАСТИЕ од,но,прш,стр,ед,ср,дт
сс b ПРИЧАСТИЕ од,но,прш,стр,ед,ср,вн
ст b ПРИЧАСТИЕ од,но,прш,стр,ед,ср,тв
су b ПРИЧАСТИЕ од,но,прш,стр,ед,ср,пр
сф b КР_ПРИЧАСТИЕ од,но,прш,стр,ед,ср
сх b ПРИЧАСТИЕ од,но,прш,стр,мн,им
сц b ПРИЧАСТИЕ од,но,прш,стр,мн,рд
сч b ПРИЧАСТИЕ од,но,прш,стр,мн,дт
сш b ПРИЧАСТИЕ од,прш,стр,мн,вн
Ло b ПРИЧАСТИЕ но,прш,стр,мн,вн
сщ b ПРИЧАСТИЕ од,но,прш,стр,мн,тв
сы b ПРИЧАСТИЕ од,но,прш,стр,мн,пр
сэ b КР_ПРИЧАСТИЕ од,но,прш,стр,мн


ча e МС 1л,ед,им
чб e МС 1л,ед,рд
чв e МС 1л,ед,дт
чг e МС 1л,ед,вн
чд e МС 1л,ед,тв
че e МС 1л,ед,пр
чж e МС 1л,мн,им
чз e МС 1л,мн,рд
чи e МС 1л,мн,дт
чй e МС 1л,мн,вн
чк e МС 1л,мн,тв
чл e МС 1л,мн,пр
чм e МС 2л,ед,им
чн e МС 2л,ед,рд
чо e МС 2л,ед,дт
чп e МС 2л,ед,вн
чр e МС 2л,ед,тв
чс e МС 2л,ед,пр
чт e МС 2л,мн,им
чу e МС 2л,мн,рд
чф e МС 2л,мн,дт
чх e МС 2л,мн,вн
чц e МС 2л,мн,тв
чч e МС 2л,мн,пр
ша e МС 3л,мр,ед,им
шб e МС 3л,мр,ед,рд
шв e МС 3л,мр,ед,дт
шг e МС 3л,мр,ед,вн
шд e МС 3л,мр,ед,тв
ше e МС 3л,мр,ед,пр
шж e МС 3л,жр,ед,им
шз e МС 3л,жр,ед,рд
ши e МС 3л,жр,ед,дт
шй e МС 3л,жр,ед,вн
шк e МС 3л,жр,ед,тв
шл e МС 3л,жр,ед,пр
шм e МС 3л,ср,ед,им
шн e МС 3л,ср,ед,рд
шо e МС 3л,ср,ед,дт
шп e МС 3л,ср,ед,вн
шр e МС 3л,ср,ед,тв
шс e МС 3л,ср,ед,пр
шт e МС 3л,мн,им
шу e МС 3л,мн,рд
шф e МС 3л,мн,дт
шх e МС 3л,мн,вн
шц e МС 3л,мн,тв
шч e МС 3л,мн,пр
ща e МС мр,ед,им
щб e МС мр,ед,рд
щв e МС мр,ед,дт
щг e МС мр,ед,вн
щд e МС мр,ед,тв
ще e МС мр,ед,пр
щж e МС жр,ед,им
щз e МС жр,ед,рд
щи e МС жр,ед,дт
щй e МС жр,ед,вн
щк e МС жр,ед,тв
щл e МС жр,ед,пр
щм e МС ср,ед,им
щн e МС ср,ед,рд
що e МС ср,ед,дт
щп e МС ср,ед,вн
щр e МС ср,ед,тв
щс e МС ср,ед,пр
щт e МС мн,им
щу e МС мн,рд
щф e МС мн,дт
щх e МС мн,вн
щц e МС мн,тв
щч e МС мн,пр
щщ e МС рд
щы e МС дт
щэ e МС вн
щю e МС тв
щя e МС пр
ыа f МС-П мр,ед,им,од,но
ыб f МС-П мр,ед,рд,од,но
ыв f МС-П мр,ед,дт,од,но
ыг f МС-П мр,ед,вн,но
Лф f МС-П мр,ед,вн,од
ыд f МС-П мр,ед,тв,од,но
ые f МС-П мр,ед,пр,од,но
ыж f МС-П жр,ед,им,од,но
ыз f МС-П жр,ед,рд,од,но
ыи f МС-П жр,ед,дт,од,но
ый f МС-П жр,ед,вн,од,но
ык f МС-П жр,ед,тв,од,но
ыл f МС-П жр,ед,пр,од,но
ым f МС-П ср,ед,им,од,но
ын f МС-П ср,ед,рд,од,но
ыо f МС-П ср,ед,дт,од,но
ып f МС-П ср,ед,вн,од,но
ыр f МС-П ср,ед,тв,од,но
ыс f МС-П ср,ед,пр,од,но
ыт f МС-П мн,им,од,но
ыу f МС-П мн,рд,од,но
ыф f МС-П мн,дт,од,но
ых f МС-П мн,вн,но
Лх f МС-П мн,вн,од
ыц f МС-П мн,тв,од,но
ыч f МС-П мн,пр,од,но
ыш f МС-П 0,од,но
ыщ g МС-ПРЕДК ед,рд
ыы g МС-ПРЕДК ед,дт
ыэ g МС-ПРЕДК ед,вн
ыю g МС-ПРЕДК ед,тв

// это анал. форма "не о  ком"
ыь g МС-ПРЕДК ед,пр

ыя g МС-ПРЕДК
эа h ЧИСЛ им
эб h ЧИСЛ рд
эв h ЧИСЛ дт
эг h ЧИСЛ вн
эд h ЧИСЛ тв
эе h ЧИСЛ пр

Ца h ЧИСЛ им,арх
Цб h ЧИСЛ рд,арх
Цв h ЧИСЛ дт,арх
Цг h ЧИСЛ вн,арх
Цд h ЧИСЛ тв,арх
Це h ЧИСЛ пр,арх


эж h ЧИСЛ мр,им
эз h ЧИСЛ мр,рд
эи h ЧИСЛ мр,дт
эй h ЧИСЛ мр,вн
эк h ЧИСЛ мр,тв
эл h ЧИСЛ мр,пр
эм h ЧИСЛ жр,им
эн h ЧИСЛ жр,рд
эо h ЧИСЛ жр,дт
эп h ЧИСЛ жр,вн
эр h ЧИСЛ жр,тв
эс h ЧИСЛ жр,пр
эт h ЧИСЛ ср,им
эу h ЧИСЛ ср,рд
эф h ЧИСЛ ср,дт
эх h ЧИСЛ ср,вн
эц h ЧИСЛ ср,тв
эч h ЧИСЛ ср,пр
эш h ЧИСЛ сравн
юа i ЧИСЛ-П мр,ед,им,од,но
юб i ЧИСЛ-П мр,ед,рд,од,но
юв i ЧИСЛ-П мр,ед,дт,од,но
юг i ЧИСЛ-П мр,ед,вн,но
Лт i ЧИСЛ-П мр,ед,вн,од
юд i ЧИСЛ-П мр,ед,тв,од,но
юе i ЧИСЛ-П мр,ед,пр,од,но
юж i ЧИСЛ-П жр,ед,им,од,но
юз i ЧИСЛ-П жр,ед,рд,од,но
юи i ЧИСЛ-П жр,ед,дт,од,но
юй i ЧИСЛ-П жр,ед,вн,од,но
юк i ЧИСЛ-П жр,ед,тв,од,но
юл i ЧИСЛ-П жр,ед,пр,од,но
юм i ЧИСЛ-П ср,ед,им,од,но
юн i ЧИСЛ-П ср,ед,рд,од,но
юо i ЧИСЛ-П ср,ед,дт,од,но
юп i ЧИСЛ-П ср,ед,вн,од,но
юр i ЧИСЛ-П ср,ед,тв,од,но
юс i ЧИСЛ-П ср,ед,пр,од,но
ют i ЧИСЛ-П мн,им,од,но
юу i ЧИСЛ-П мн,рд,од,но
юф i ЧИСЛ-П мн,дт,од,но
юх i ЧИСЛ-П мн,вн,но
Лу i ЧИСЛ-П мн,вн,од
юц i ЧИСЛ-П мн,тв,од,но
юч i ЧИСЛ-П мн,пр,од,но
ющ i ЧИСЛ-П рд,од,но

//  наречия
яа j Н
ян j Н вопр
яо j Н указат
яп j Н разг

// "мне интересно","мне было страшно"
яб k ПРЕДК нст
як k ПРЕДК прш
ял k ПРЕДК 
// мне лучше
яр k ПРЕДК сравн,нст

//  "вот", "хрусть" (нет анал. форм)
ям k ПРЕДК 0

яв l ПРЕДЛ
яг m ПОСЛ
яд n СОЮЗ
яе o МЕЖД
яё o МЕЖД разг
яж p ЧАСТ
яз q ВВОДН
яй s ФРАЗ
Пп b Г стр,буд,1л,ед
